inci_no,Year,Season,Alm_Date,Address,Incident Type,Incident Type Number,Inci_type,Content_Loss,Property_Loss,Total_Loss,Pre_Inci_Value,Saved
28257,2016,Autumn,9/22/2016,4620 VARBLE N/A City of Louisville KY 40211,Structure Fire,111,111 - Building fire,5000,69950,74950,69950,-5000
28284,2016,Autumn,9/22/2016,ALGONQUIN City of Louisville KY 40211,Vehicle Fire,131,131 - Passenger vehicle fire,0,3000,3000,4000,1000
28257,2016,Autumn,9/22/2016,4620 VARBLE N/A City of Louisville KY 40211,Structure Fire,111,111 - Building fire,0,2000,2000,71390,69390
28391,2016,Autumn,9/23/2016,1932 GARDINER na City of Kingsley KY 40205,Outside Fire,162,162 - Outside equipment fire,0,3000,3000,3000,0
28391,2016,Autumn,9/23/2016,1932 GARDINER na City of Kingsley KY 40205,Outside Fire,162,162 - Outside equipment fire,0,3000,3000,3000,0
28422,2016,Autumn,9/24/2016,1455 TIN PAN REAR City of Louisville KY 40208,Vehicle Fire,130,"130 - Mobile property (vehicle) fire, other",0,1000,1000,8000,7000
28431,2016,Autumn,9/24/2016,812 HAZEL na City of Louisville KY 40211,Structure Fire,111,111 - Building fire,0,100,100,22840,22740
28455,2016,Autumn,9/24/2016,3674 WOODRUFF None City of Louisville KY 40215,Structure Fire,111,111 - Building fire,500,0,500,0,-500
28422,2016,Autumn,9/24/2016,1455 TIN PAN REAR City of Louisville KY 40208,Vehicle Fire,130,"130 - Mobile property (vehicle) fire, other",0,1000,1000,8000,7000
28431,2016,Autumn,9/24/2016,812 HAZEL na City of Louisville KY 40211,Structure Fire,111,111 - Building fire,0,100,100,22840,22740
28455,2016,Autumn,9/24/2016,3674 WOODRUFF None City of Louisville KY 40215,Structure Fire,111,111 - Building fire,500,0,500,0,-500
28537,2016,Autumn,9/25/2016,997 VINE n/a City of Louisville KY 40204,Structure Fire,111,111 - Building fire,0,2500,2500,2500,0
28556,2016,Autumn,9/25/2016,2320 WOODLAND n/a City of Louisville KY 40210,Structure Fire,111,111 - Building fire,1000,5000,6000,25000,19000
28537,2016,Autumn,9/25/2016,997 VINE n/a City of Louisville KY 40204,Structure Fire,111,111 - Building fire,0,2500,2500,2500,0
28556,2016,Autumn,9/25/2016,2320 WOODLAND n/a City of Louisville KY 40210,Structure Fire,111,111 - Building fire,1000,5000,6000,25000,19000
28667,2016,Autumn,9/26/2016,W MAIN City of Louisville KY 40202,Vehicle Fire,131,131 - Passenger vehicle fire,300,2000,2300,2000,-300
28681,2016,Autumn,9/26/2016,946 S 25TH na City of Louisville KY 40210,Vehicle Fire,131,131 - Passenger vehicle fire,0,1000,1000,1500,500
28695,2016,Autumn,9/26/2016,I 264 West N/A City of Audubon Park KY 40213,Vehicle Fire,131,131 - Passenger vehicle fire,200,1500,1700,1500,-200
28667,2016,Autumn,9/26/2016,W MAIN City of Louisville KY 40202,Vehicle Fire,131,131 - Passenger vehicle fire,300,2000,2300,2000,-300
28681,2016,Autumn,9/26/2016,946 S 25TH na City of Louisville KY 40210,Vehicle Fire,131,131 - Passenger vehicle fire,0,1000,1000,1500,500
28695,2016,Autumn,9/26/2016,I 264 West N/A City of Audubon Park KY 40213,Vehicle Fire,131,131 - Passenger vehicle fire,200,1500,1700,1500,-200
28784,2016,Autumn,9/27/2016,1122 EVERETT n/a City of Louisville KY 40204,Structure Fire,111,111 - Building fire,0,2500,2500,200000,197500
28799,2016,Autumn,9/27/2016,519 E JEFFERSON 203 City of Louisville KY 40202,Structure Fire,111,111 - Building fire,2000,4000,6000,200000,194000
28784,2016,Autumn,9/27/2016,1122 EVERETT n/a City of Louisville KY 40204,Structure Fire,111,111 - Building fire,0,2500,2500,200000,197500
28799,2016,Autumn,9/27/2016,519 E JEFFERSON 203 City of Louisville KY 40202,Structure Fire,111,111 - Building fire,2000,4000,6000,200000,194000
28824,2016,Autumn,9/28/2016,1323 LONGFIELD none City of Louisville KY 40215,Structure Fire,111,111 - Building fire,0,20000,20000,60000,40000
28824,2016,Autumn,9/28/2016,1325 LONGFIELD none City of Louisville KY 40215,Structure Fire,111,111 - Building fire,0,1000,1000,60000,59000
28824,2016,Autumn,9/28/2016,1323 LONGFIELD none City of Louisville KY 40215,Structure Fire,111,111 - Building fire,0,20000,20000,60000,40000
28824,2016,Autumn,9/28/2016,1325 LONGFIELD none City of Louisville KY 40215,Structure Fire,111,111 - Building fire,0,1000,1000,60000,59000
29154,2016,Autumn,10/1/2016,3820 W MARKET na City of Louisville KY 40212,FALSE,412,412 - Gas leak (natural gas or LPG),0,1000,1000,25000,24000
29454,2016,Autumn,10/4/2016,4034 CHURCHMAN na City of Louisville KY 40215,Structure Fire,111,111 - Building fire,300,0,300,NULL,NULL
29497,2016,Autumn,10/4/2016,3534 LEITH 3 City of Louisville KY 40218,FALSE,743,"743 - Smoke detector activation, no fire - unintentional",0,400,400,200000,199600
29560,2016,Autumn,10/5/2016,419 N 22ND na City of Louisville KY 40212,Structure Fire,111,111 - Building fire,1000,12000,13000,20350,7350
29576,2016,Autumn,10/5/2016,600 TERMINAL 0 City of Louisville KY 40209,Vehicle Fire,135,135 - Aircraft fire,500,500,1000,500,-500
29653,2016,Autumn,10/6/2016,RIVER PARK n/a City of Louisville KY 40211,Vehicle Fire,131,131 - Passenger vehicle fire,0,3000,3000,7000,4000
29648,2016,Autumn,10/6/2016,1830 E MADISON 0 City of Louisville KY 40203,Vehicle Fire,131,131 - Passenger vehicle fire,0,8000,8000,10000,2000
29786,2016,Autumn,10/7/2016,400 S 8TH na City of Louisville KY 40203,Structure Fire,111,111 - Building fire,3000,5000,8000,10000000,9992000
29851,2016,Autumn,10/8/2016,1012 SEELBACH n/a City of Louisville KY 40215,Structure Fire,111,111 - Building fire,5000,55330,60330,55330,-5000
29851,2016,Autumn,10/8/2016,1012 SEELBACH n/a City of Louisville KY 40215,Structure Fire,111,111 - Building fire,0,2000,2000,59000,57000
29971,2016,Autumn,10/9/2016,3706 KLONDIKE 27 City of Louisville KY 40218,Structure Fire,111,111 - Building fire,7000,18000,25000,1399410,1374410
30074,2016,Autumn,10/10/2016,I 264 East n/a City of Louisville KY 40218,Vehicle Fire,131,131 - Passenger vehicle fire,0,1000,1000,1000,0
30118,2016,Autumn,10/10/2016,915 CECIL na City of Louisville KY 40211,Vehicle Fire,131,131 - Passenger vehicle fire,0,4000,4000,4000,0
30328,2016,Autumn,10/12/2016,2903 NARRAGANSETT none City of Louisville KY 40210,Structure Fire,111,111 - Building fire,0,10000,10000,60000,50000
30570,2016,Autumn,10/14/2016,928 W JEFFERSON na City of Louisville KY 40202,Structure Fire,111,111 - Building fire,1000,500,1500,20000,18500
30539,2016,Autumn,10/14/2016,2221 BOLLING n/a City of Louisville KY 40210,Structure Fire,111,111 - Building fire,0,1000,1000,32870,31870
30719,2016,Autumn,10/16/2016,105 S 29TH N/A City of Louisville KY 40212,Structure Fire,111,111 - Building fire,10000,20000,30000,20000,-10000
30718,2016,Autumn,10/16/2016,2704 W MARKET N/A City of Louisville KY 40212,Structure Fire,111,111 - Building fire,1000,15000,16000,15000,-1000
30898,2016,Autumn,10/17/2016,139 E KINGSTON N/A City of Louisville KY 40214,Vehicle Fire,131,131 - Passenger vehicle fire,0,4000,4000,4000,0
30913,2016,Autumn,10/18/2016,407 W SOUTHSIDE n/a City of Louisville KY 40214,Structure Fire,111,111 - Building fire,1000,10000,11000,92730,81730
30910,2016,Autumn,10/18/2016,630 ERVAY basement City of Louisville KY 40217,FALSE,251,"251 - Excessive heat, scorch burns with no ignition",400,0,400,0,-400
31061,2016,Autumn,10/19/2016,5342 MITSCHER n/a City of Louisville KY 40214,Structure Fire,111,111 - Building fire,500,5000,5500,7872420,7866920
31063,2016,Autumn,10/19/2016,W MUHAMMAD ALI City of Louisville KY 40203,Outside Fire,150,"150 - Outside rubbish fire, other",0,2500,2500,2500,0
31191,2016,Autumn,10/20/2016,3061 GRAND 3061 City of Louisville KY 40211,Structure Fire,111,111 - Building fire,0,500,500,212480,211980
31197,2016,Autumn,10/20/2016,407 REG SMITH Building E City of Louisville KY 40208,Structure Fire,111,111 - Building fire,0,1000,1000,1000000,999000
31456,2016,Autumn,10/23/2016,1416 BERRY na City of Louisville KY 40215,Outside Fire,142,142 - Brush or brush-and-grass mixture fire,0,100,100,200,100
31580,2016,Autumn,10/25/2016,316 S 4TH 100 City of Louisville KY 40202,Structure Fire,111,111 - Building fire,5000,2000,7000,9325000,9318000
31700,2016,Autumn,10/26/2016,511 S 5TH n/a City of Louisville KY 40202,Structure Fire,111,111 - Building fire,0,50,50,50,0
31740,2016,Autumn,10/26/2016,2110 STANDARD na City of Louisville KY 40210,Outside Fire,142,142 - Brush or brush-and-grass mixture fire,0,50,50,200,150
31713,2016,Autumn,10/26/2016,132 FRANCIS n/a City of Louisville KY 40214,Structure Fire,111,111 - Building fire,20000,30000,50000,83780,33780
31728,2016,Autumn,10/26/2016,935 BEECHER na City of Louisville KY 40215,Outside Fire,160,"160 - Special outside fire, other",0,200,200,1000,800
31861,2016,Autumn,10/28/2016,3340 DUVALLE N/A City of Louisville KY 40211,Structure Fire,111,111 - Building fire,2000,7500,9500,25000,15500
31892,2016,Autumn,10/28/2016,N 19TH City of Louisville KY 40203,Vehicle Fire,131,131 - Passenger vehicle fire,0,3375,3375,3375,0
31923,2016,Autumn,10/28/2016,E JEFFERSON City of Louisville KY 40202,Vehicle Fire,132,132 - Road freight or transport vehicle fire,0,1000,1000,1000,0
31967,2016,Autumn,10/29/2016,4700 W BROADWAY na City of Louisville KY 40211,Structure Fire,111,111 - Building fire,400,200,600,110470,109870
32036,2016,Autumn,10/29/2016,1007 EUCLID outside City of Louisville KY 40208,Outside Fire,150,"150 - Outside rubbish fire, other",0,300,300,500,200
32061,2016,Autumn,10/30/2016,1915 LYTLE N/A City of Louisville KY 40203,Structure Fire,111,111 - Building fire,1000,5000,6000,5000,-1000
32076,2016,Autumn,10/30/2016,2407 W MUHAMMAD ALI N/A City of Louisville KY 40212,Vehicle Fire,131,131 - Passenger vehicle fire,0,2880,2880,2880,0
32097,2016,Autumn,10/30/2016,NEWBURG City of Kingsley KY 40205,Vehicle Fire,131,131 - Passenger vehicle fire,100,1000,1100,1000,-100
32216,2016,Autumn,10/31/2016,1212 HOMEVIEW n/a City of Louisville KY 40215,Structure Fire,111,111 - Building fire,500,1000,1500,41840,40340
32531,2016,Winter,11/3/2016,BELLS City of Louisville KY 40211,Vehicle Fire,131,131 - Passenger vehicle fire,0,3000,3000,3000,0
32659,2016,Winter,11/5/2016,CECIL City of Louisville KY 40211,Vehicle Fire,131,131 - Passenger vehicle fire,0,2500,2500,2500,0
32664,2016,Winter,11/5/2016,2020 PEABODY 14 City of Louisville KY 40218,Structure Fire,111,111 - Building fire,0,500,500,50000,49500
32668,2016,Winter,11/5/2016,2718 S 6TH n/a City of Louisville KY 40208,Vehicle Fire,131,131 - Passenger vehicle fire,100,4200,4300,4200,-100
32925,2016,Winter,11/7/2016,S 2ND City of Louisville KY 40208,Vehicle Fire,131,131 - Passenger vehicle fire,0,4000,4000,4000,0
32951,2016,Winter,11/8/2016,939 W EVELYN kitchen City of Louisville KY 40215,Structure Fire,111,111 - Building fire,10000,10000,20000,33500,13500
32956,2016,Winter,11/8/2016,2018 PEABODY 7 City of Louisville KY 40218,Structure Fire,111,111 - Building fire,0,500,500,100000,99500
32987,2016,Winter,11/8/2016,5105 Southside 2 City of Louisville KY 40214,Structure Fire,112,112 - Fires in structure other than in a building,0,200,200,500000,499800
33039,2016,Winter,11/8/2016,SOUTHSIDE City of Louisville KY 40214,FALSE,460,"460 - Accident, potential accident, other",0,5000,5000,15000,10000
33058,2016,Winter,11/9/2016,GILLETTE City of Louisville KY 40209,Vehicle Fire,131,131 - Passenger vehicle fire,0,3500,3500,3500,0
33069,2016,Winter,11/9/2016,3714 KAHLERT n/a City of Louisville KY 40215,Outside Fire,154,154 - Dumpster or other outside trash receptacle fire,0,500,500,2000,1500
33335,2016,Winter,11/11/2016,3902 WEWOKA N/A City of Louisville KY 40212,Structure Fire,111,111 - Building fire,5000,14000,19000,14000,-5000
33538,2016,Winter,11/13/2016,4506 HAZELWOOD na City of Louisville KY 40214,Outside Fire,154,154 - Dumpster or other outside trash receptacle fire,0,100,100,100,0
33478,2016,Winter,11/13/2016,3427 HALE na City of Louisville KY 40211,Structure Fire,111,111 - Building fire,2500,15000,17500,21115,3615
33528,2016,Winter,11/13/2016,653 S 39TH na City of Louisville KY 40211,Structure Fire,111,111 - Building fire,100,1000,1100,3000,1900
33532,2016,Winter,11/13/2016,1925 DUKER N/A City of Kingsley KY 40205,Structure Fire,111,111 - Building fire,10000,30000,40000,115000,75000
33538,2016,Winter,11/13/2016,4506 HAZELWOOD na City of Louisville KY 40214,Outside Fire,154,154 - Dumpster or other outside trash receptacle fire,0,100,100,100,0
33627,2016,Winter,11/14/2016,1105 W ASHLAND n/a City of Louisville KY 40215,Structure Fire,113,"113 - Cooking fire, confined to container",500,500,1000,500,-500
33648,2016,Winter,11/15/2016,810 S 35TH N/A City of Louisville KY 40211,Structure Fire,111,111 - Building fire,5000,10000,15000,28900,13900
33648,2016,Winter,11/15/2016,810 S 35TH N/A City of Louisville KY 40211,Structure Fire,111,111 - Building fire,5000,10000,15000,28900,13900
33767,2016,Winter,11/16/2016,909 S 32ND N/A City of Louisville KY 40211,Structure Fire,111,111 - Building fire,0,2000,2000,25030,23030
33835,2016,Winter,11/16/2016,711 CREEL bathroom City of Louisville KY 40208,Structure Fire,111,111 - Building fire,1000,2500,3500,37720,34220
33838,2016,Winter,11/16/2016,ROY WILKINS City of Louisville KY 40203,Vehicle Fire,131,131 - Passenger vehicle fire,0,2600,2600,2600,0
33867,2016,Winter,11/16/2016,CECIL City of Louisville KY 40211,Vehicle Fire,131,131 - Passenger vehicle fire,0,8000,8000,8000,0
33767,2016,Winter,11/16/2016,909 S 32ND N/A City of Louisville KY 40211,Structure Fire,111,111 - Building fire,0,2000,2000,25030,23030
33835,2016,Winter,11/16/2016,711 CREEL bathroom City of Louisville KY 40208,Structure Fire,111,111 - Building fire,1000,2500,3500,37720,34220
33838,2016,Winter,11/16/2016,ROY WILKINS City of Louisville KY 40203,Vehicle Fire,131,131 - Passenger vehicle fire,0,2600,2600,2600,0
33867,2016,Winter,11/16/2016,CECIL City of Louisville KY 40211,Vehicle Fire,131,131 - Passenger vehicle fire,0,8000,8000,8000,0
34018,2016,Winter,11/18/2016,639 E JEFFERSON apt City of Louisville KY 40202,Structure Fire,111,111 - Building fire,0,1500,1500,1500,0
34018,2016,Winter,11/18/2016,639 E JEFFERSON apt City of Louisville KY 40202,Structure Fire,111,111 - Building fire,0,1500,1500,1500,0
34093,2016,Winter,11/19/2016,1616 WILSON Kitchen City of Louisville KY 40210,Structure Fire,111,111 - Building fire,0,10000,10000,30000,20000
34107,2016,Winter,11/19/2016,S 29TH City of Louisville KY 40211,FALSE,352,352 - Extrication of victim(s) from vehicle,0,20000,20000,20000,0
34093,2016,Winter,11/19/2016,1616 WILSON Kitchen City of Louisville KY 40210,Structure Fire,111,111 - Building fire,0,10000,10000,30000,20000
34107,2016,Winter,11/19/2016,S 29TH City of Louisville KY 40211,FALSE,352,352 - Extrication of victim(s) from vehicle,0,20000,20000,20000,0
34177,2016,Winter,11/19/2016,240 GLENDORA na City of Louisville KY 40212,Structure Fire,111,111 - Building fire,5000,20000,25000,40000,15000
34198,2016,Winter,11/19/2016,S 8TH City of Louisville KY 40203,Vehicle Fire,131,131 - Passenger vehicle fire,0,1000,1000,1000,0
34177,2016,Winter,11/19/2016,240 GLENDORA na City of Louisville KY 40212,Structure Fire,111,111 - Building fire,5000,20000,25000,40000,15000
34198,2016,Winter,11/19/2016,S 8TH City of Louisville KY 40203,Vehicle Fire,131,131 - Passenger vehicle fire,0,1000,1000,1000,0
34223,2016,Winter,11/20/2016,710 ROSELANE N/A City of Louisville KY 40203,Vehicle Fire,131,131 - Passenger vehicle fire,0,2000,2000,2000,0
34230,2016,Winter,11/20/2016,2900 7TH STREET n/a City of Louisville KY 40216,Vehicle Fire,138,138 - Off-road vehicle or heavy equipment fire,0,3000,3000,10000,7000
34223,2016,Winter,11/20/2016,710 ROSELANE N/A City of Louisville KY 40203,Vehicle Fire,131,131 - Passenger vehicle fire,0,2000,2000,2000,0
34230,2016,Winter,11/20/2016,2900 7TH STREET n/a City of Louisville KY 40216,Vehicle Fire,138,138 - Off-road vehicle or heavy equipment fire,0,3000,3000,10000,7000
34298,2016,Winter,11/21/2016,1244 S 4TH 424 City of Louisville KY 40203,FALSE,321,"321 - EMS call, excluding vehicle accident with injury",0,50,50,40000,39950
34325,2016,Winter,11/21/2016,937 BEECHER n/a City of Louisville KY 40215,Structure Fire,111,111 - Building fire,800,1500,2300,70000,67700
34350,2016,Winter,11/21/2016,204 W KENWOOD n/a City of Louisville KY 40214,Vehicle Fire,131,131 - Passenger vehicle fire,0,5000,5000,5000,0
34353,2016,Winter,11/21/2016,5434 MITSCHER n/a City of Louisville KY 40214,Structure Fire,111,111 - Building fire,0,200,200,200000,199800
34350,2016,Winter,11/21/2016,204 W KENWOOD n/a City of Louisville KY 40214,Vehicle Fire,131,131 - Passenger vehicle fire,0,5000,5000,5000,0
34353,2016,Winter,11/21/2016,5434 MITSCHER n/a City of Louisville KY 40214,Structure Fire,111,111 - Building fire,0,200,200,200000,199800
34298,2016,Winter,11/21/2016,1244 S 4TH 424 City of Louisville KY 40203,FALSE,321,"321 - EMS call, excluding vehicle accident with injury",0,50,50,40000,39950
34325,2016,Winter,11/21/2016,937 BEECHER n/a City of Louisville KY 40215,Structure Fire,111,111 - Building fire,800,1500,2300,70000,67700
34384,2016,Winter,11/22/2016,S 15TH City of Louisville KY 40210,Vehicle Fire,131,131 - Passenger vehicle fire,0,1500,1500,1500,0
34458,2016,Winter,11/22/2016,2510 ELLIOTT na City of Louisville KY 40211,Outside Fire,142,142 - Brush or brush-and-grass mixture fire,0,50,50,13400,13350
34384,2016,Winter,11/22/2016,S 15TH City of Louisville KY 40210,Vehicle Fire,131,131 - Passenger vehicle fire,0,1500,1500,1500,0
34458,2016,Winter,11/22/2016,2510 ELLIOTT na City of Louisville KY 40211,Outside Fire,142,142 - Brush or brush-and-grass mixture fire,0,50,50,13400,13350
34590,2016,Winter,11/24/2016,217 N 23RD NA City of Louisville KY 40212,FALSE,461,461 - Building or structure weakened or collapsed,0,500,500,18930,18430
34600,2016,Winter,11/24/2016,425 N 28TH NA City of Louisville KY 40212,Vehicle Fire,131,131 - Passenger vehicle fire,1000,3000,4000,3000,-1000
34590,2016,Winter,11/24/2016,217 N 23RD NA City of Louisville KY 40212,FALSE,461,461 - Building or structure weakened or collapsed,0,500,500,18930,18430
34600,2016,Winter,11/24/2016,425 N 28TH NA City of Louisville KY 40212,Vehicle Fire,131,131 - Passenger vehicle fire,1000,3000,4000,3000,-1000
34682,2016,Winter,11/25/2016,2612 DUNCAN NA City of Louisville KY 40212,Structure Fire,111,111 - Building fire,0,200,200,16460,16260
34687,2016,Winter,11/25/2016,630 IROQUOIS n/a City of Louisville KY 40214,Structure Fire,111,111 - Building fire,20000,75000,95000,75000,-20000
34687,2016,Winter,11/25/2016,632 IROQUOIS n/a City of Louisville KY 40214,Structure Fire,111,111 - Building fire,15000,30000,45000,30000,-15000
34687,2016,Winter,11/25/2016,628 IROQUOIS n/a City of Louisville KY 40214,Structure Fire,111,111 - Building fire,0,5000,5000,5000,0
34704,2016,Winter,11/25/2016,2161 EASTVIEW n/a City of Kingsley KY 40205,Structure Fire,111,111 - Building fire,200,1000,1200,252000,250800
34682,2016,Winter,11/25/2016,2612 DUNCAN NA City of Louisville KY 40212,Structure Fire,111,111 - Building fire,0,200,200,16460,16260
34687,2016,Winter,11/25/2016,630 IROQUOIS n/a City of Louisville KY 40214,Structure Fire,111,111 - Building fire,20000,75000,95000,75000,-20000
34687,2016,Winter,11/25/2016,632 IROQUOIS n/a City of Louisville KY 40214,Structure Fire,111,111 - Building fire,15000,30000,45000,30000,-15000
